date,zone,longitude,latitude,temperature,pm10,pm2_5,smog
"January 01, 2021, 12:00 AM",229,-71.14,21.4608,25.7,18.76,5.77,
"January 01, 2021, 01:00 AM",229,-71.14,21.4608,25.7,17.81,5.76,
"January 01, 2021, 02:00 AM",229,-71.14,21.4608,25.5,17.14,5.67,
"January 01, 2021, 03:00 AM",229,-71.14,21.4608,24.9,17.94,5.88,
"January 01, 2021, 04:00 AM",229,-71.14,21.4608,24.7,19.01,6.59,
"January 01, 2021, 05:00 AM",229,-71.14,21.4608,24.1,20.26,7.93,
"January 01, 2021, 06:00 AM",229,-71.14,21.4608,24.0,20.9,8.78,
"January 01, 2021, 07:00 AM",229,-71.14,21.4608,23.8,20.16,8.51,
"January 01, 2021, 08:00 AM",229,-71.14,21.4608,23.9,20.01,8.12,
"January 01, 2021, 09:00 AM",229,-71.14,21.4608,24.1,20.8,7.97,
"January 01, 2021, 10:00 AM",229,-71.14,21.4608,24.5,23.0,7.93,
"January 01, 2021, 11:00 AM",229,-71.14,21.4608,24.8,27.08,7.79,
"January 01, 2021, 12:00 PM",229,-71.14,21.4608,25.0,30.65,7.35,
"January 01, 2021, 01:00 PM",229,-71.14,21.4608,25.1,32.7,6.58,
"January 01, 2021, 02:00 PM",229,-71.14,21.4608,25.1,31.25,5.84,
"January 01, 2021, 03:00 PM",229,-71.14,21.4608,25.1,29.32,5.32,
"January 01, 2021, 04:00 PM",229,-71.14,21.4608,25.1,27.82,4.98,
"January 01, 2021, 05:00 PM",229,-71.14,21.4608,25.1,27.19,4.79,
"January 01, 2021, 06:00 PM",229,-71.14,21.4608,25.2,27.05,4.85,
"January 01, 2021, 07:00 PM",229,-71.14,21.4608,25.2,28.21,5.03,
"January 01, 2021, 08:00 PM",229,-71.14,21.4608,25.2,29.18,5.25,
"January 01, 2021, 09:00 PM",229,-71.14,21.4608,25.2,28.9,5.2,
"January 01, 2021, 10:00 PM",229,-71.14,21.4608,25.2,27.71,4.97,
"January 01, 2021, 11:00 PM",229,-71.14,21.4608,25.3,26.5,4.73,
"January 02, 2021, 12:00 AM",229,-71.14,21.4608,25.3,26.14,4.62,
"January 02, 2021, 01:00 AM",229,-71.14,21.4608,25.3,25.52,4.46,
"January 02, 2021, 02:00 AM",229,-71.14,21.4608,25.4,23.69,4.29,
"January 02, 2021, 03:00 AM",229,-71.14,21.4608,25.4,23.66,4.26,
"January 02, 2021, 04:00 AM",229,-71.14,21.4608,25.3,24.86,4.49,
"January 02, 2021, 05:00 AM",229,-71.14,21.4608,25.3,26.84,4.8,
"January 02, 2021, 06:00 AM",229,-71.14,21.4608,25.2,27.62,5.09,
"January 02, 2021, 07:00 AM",229,-71.14,21.4608,25.1,25.47,5.06,
"January 02, 2021, 08:00 AM",229,-71.14,21.4608,25.1,24.69,4.98,
"January 02, 2021, 09:00 AM",229,-71.14,21.4608,25.2,23.61,4.84,
"January 02, 2021, 10:00 AM",229,-71.14,21.4608,25.1,24.97,4.77,
"January 02, 2021, 11:00 AM",229,-71.14,21.4608,25.1,24.29,4.58,
"January 02, 2021, 12:00 PM",229,-71.14,21.4608,25.1,25.4,4.51,
"January 02, 2021, 01:00 PM",229,-71.14,21.4608,25.2,24.7,4.28,
"January 02, 2021, 02:00 PM",229,-71.14,21.4608,25.2,23.75,4.04,
"January 02, 2021, 03:00 PM",229,-71.14,21.4608,25.1,22.17,3.86,
"January 02, 2021, 04:00 PM",229,-71.14,21.4608,25.1,20.38,3.72,
"January 02, 2021, 05:00 PM",229,-71.14,21.4608,25.1,20.73,3.84,
"January 02, 2021, 06:00 PM",229,-71.14,21.4608,25.2,22.24,4.16,
"January 02, 2021, 07:00 PM",229,-71.14,21.4608,25.3,21.59,4.47,
"January 02, 2021, 08:00 PM",229,-71.14,21.4608,25.4,20.21,4.77,
"January 02, 2021, 09:00 PM",229,-71.14,21.4608,25.4,22.06,5.21,
"January 02, 2021, 10:00 PM",229,-71.14,21.4608,25.6,23.93,5.42,
"January 02, 2021, 11:00 PM",229,-71.14,21.4608,25.7,24.48,5.51,
"January 03, 2021, 12:00 AM",229,-71.14,21.4608,25.7,23.58,5.55,
"January 03, 2021, 01:00 AM",229,-71.14,21.4608,25.8,22.44,5.36,
"January 03, 2021, 02:00 AM",229,-71.14,21.4608,25.9,22.5,5.16,
"January 03, 2021, 03:00 AM",229,-71.14,21.4608,25.9,23.85,5.07,
"January 03, 2021, 04:00 AM",229,-71.14,21.4608,26.0,25.36,4.92,
"January 03, 2021, 05:00 AM",229,-71.14,21.4608,26.1,24.98,4.78,
