date,zone,longitude,latitude,temperature,pm10,pm2_5,smog
"January 01, 2021, 12:00 AM",221,1.2158,6.1304,27.2,13.24,5.47,
"January 01, 2021, 01:00 AM",221,1.2158,6.1304,27.1,12.74,5.17,
"January 01, 2021, 02:00 AM",221,1.2158,6.1304,27.0,13.03,5.36,
"January 01, 2021, 03:00 AM",221,1.2158,6.1304,26.3,13.71,5.71,
"January 01, 2021, 04:00 AM",221,1.2158,6.1304,26.4,14.53,6.07,
"January 01, 2021, 05:00 AM",221,1.2158,6.1304,26.1,14.85,6.39,
"January 01, 2021, 06:00 AM",221,1.2158,6.1304,25.8,16.02,7.34,
"January 01, 2021, 07:00 AM",221,1.2158,6.1304,25.9,22.32,11.34,
"January 01, 2021, 08:00 AM",221,1.2158,6.1304,26.7,27.77,14.1,
"January 01, 2021, 09:00 AM",221,1.2158,6.1304,28.4,29.12,13.74,
"January 01, 2021, 10:00 AM",221,1.2158,6.1304,31.2,23.47,10.24,
"January 01, 2021, 11:00 AM",221,1.2158,6.1304,31.1,24.19,10.43,
"January 01, 2021, 12:00 PM",221,1.2158,6.1304,31.1,24.22,10.49,
"January 01, 2021, 01:00 PM",221,1.2158,6.1304,31.0,23.4,10.55,
"January 01, 2021, 02:00 PM",221,1.2158,6.1304,31.5,22.32,11.02,
"January 01, 2021, 03:00 PM",221,1.2158,6.1304,30.8,21.32,11.35,
"January 01, 2021, 04:00 PM",221,1.2158,6.1304,30.4,20.95,11.51,
"January 01, 2021, 05:00 PM",221,1.2158,6.1304,28.7,18.91,10.39,
"January 01, 2021, 06:00 PM",221,1.2158,6.1304,29.1,17.4,9.39,
"January 01, 2021, 07:00 PM",221,1.2158,6.1304,29.1,17.17,8.87,
"January 01, 2021, 08:00 PM",221,1.2158,6.1304,28.5,16.66,8.08,
"January 01, 2021, 09:00 PM",221,1.2158,6.1304,28.0,15.64,7.27,
"January 01, 2021, 10:00 PM",221,1.2158,6.1304,27.4,14.83,6.85,
"January 01, 2021, 11:00 PM",221,1.2158,6.1304,27.4,13.53,6.14,
"January 02, 2021, 12:00 AM",221,1.2158,6.1304,27.3,11.63,5.05,
"January 02, 2021, 01:00 AM",221,1.2158,6.1304,27.4,10.02,4.41,
"January 02, 2021, 02:00 AM",221,1.2158,6.1304,27.3,9.39,4.25,
"January 02, 2021, 03:00 AM",221,1.2158,6.1304,27.0,9.59,4.27,
"January 02, 2021, 04:00 AM",221,1.2158,6.1304,26.9,10.05,4.36,
"January 02, 2021, 05:00 AM",221,1.2158,6.1304,26.8,10.72,4.53,
"January 02, 2021, 06:00 AM",221,1.2158,6.1304,27.0,11.98,5.05,
"January 02, 2021, 07:00 AM",221,1.2158,6.1304,26.9,15.17,6.8,
"January 02, 2021, 08:00 AM",221,1.2158,6.1304,27.5,17.8,7.93,
"January 02, 2021, 09:00 AM",221,1.2158,6.1304,28.5,18.7,8.17,
"January 02, 2021, 10:00 AM",221,1.2158,6.1304,31.0,15.38,7.31,
"January 02, 2021, 11:00 AM",221,1.2158,6.1304,31.3,14.98,7.47,
"January 02, 2021, 12:00 PM",221,1.2158,6.1304,31.2,14.48,7.43,
"January 02, 2021, 01:00 PM",221,1.2158,6.1304,31.3,13.87,7.14,
"January 02, 2021, 02:00 PM",221,1.2158,6.1304,31.5,13.23,6.87,
"January 02, 2021, 03:00 PM",221,1.2158,6.1304,30.6,12.89,6.51,
"January 02, 2021, 04:00 PM",221,1.2158,6.1304,30.3,13.68,6.41,
"January 02, 2021, 05:00 PM",221,1.2158,6.1304,29.0,13.46,6.18,
"January 02, 2021, 06:00 PM",221,1.2158,6.1304,28.9,12.9,6.2,
"January 02, 2021, 07:00 PM",221,1.2158,6.1304,29.0,13.03,6.5,
"January 02, 2021, 08:00 PM",221,1.2158,6.1304,28.5,12.66,6.27,
"January 02, 2021, 09:00 PM",221,1.2158,6.1304,28.1,12.01,5.81,
"January 02, 2021, 10:00 PM",221,1.2158,6.1304,27.6,11.44,5.53,
"January 02, 2021, 11:00 PM",221,1.2158,6.1304,27.6,10.72,5.06,
"January 03, 2021, 12:00 AM",221,1.2158,6.1304,27.6,9.63,4.26,
"January 03, 2021, 01:00 AM",221,1.2158,6.1304,27.6,9.12,3.97,
"January 03, 2021, 02:00 AM",221,1.2158,6.1304,27.4,8.98,3.93,
"January 03, 2021, 03:00 AM",221,1.2158,6.1304,27.0,9.08,3.93,
"January 03, 2021, 04:00 AM",221,1.2158,6.1304,27.0,9.51,3.99,
"January 03, 2021, 05:00 AM",221,1.2158,6.1304,26.9,9.9,4.05,
"January 03, 2021, 06:00 AM",221,1.2158,6.1304,26.9,10.56,4.39,
"January 03, 2021, 07:00 AM",221,1.2158,6.1304,26.9,13.47,6.3,
"January 03, 2021, 08:00 AM",221,1.2158,6.1304,27.9,15.69,7.41,
"January 03, 2021, 09:00 AM",221,1.2158,6.1304,28.5,15.41,6.77,
"January 03, 2021, 10:00 AM",221,1.2158,6.1304,30.8,10.42,4.37,
"January 03, 2021, 11:00 AM",221,1.2158,6.1304,30.7,9.9,4.11,
"January 03, 2021, 12:00 PM",221,1.2158,6.1304,30.9,10.04,4.04,
"January 03, 2021, 01:00 PM",221,1.2158,6.1304,30.8,10.46,4.05,
"January 03, 2021, 02:00 PM",221,1.2158,6.1304,31.1,10.7,4.19,
"January 03, 2021, 03:00 PM",221,1.2158,6.1304,31.0,11.08,4.39,
"January 03, 2021, 04:00 PM",221,1.2158,6.1304,30.8,11.87,4.76,
"January 03, 2021, 05:00 PM",221,1.2158,6.1304,29.7,11.95,4.97,
