date,zone,longitude,latitude,temperature,pm10,pm2_5,smog
"January 01, 2021, 12:00 AM",44,15.0503,12.1192,21.7,161.65,76.55,
"January 01, 2021, 01:00 AM",44,15.0503,12.1192,21.0,174.6,76.64,
"January 01, 2021, 02:00 AM",44,15.0503,12.1192,20.4,186.9,75.98,
"January 01, 2021, 03:00 AM",44,15.0503,12.1192,19.8,196.72,75.55,
"January 01, 2021, 04:00 AM",44,15.0503,12.1192,19.2,204.66,75.97,
"January 01, 2021, 05:00 AM",44,15.0503,12.1192,18.6,207.29,76.5,
"January 01, 2021, 06:00 AM",44,15.0503,12.1192,18.4,209.7,78.15,
"January 01, 2021, 07:00 AM",44,15.0503,12.1192,21.3,212.57,79.63,
"January 01, 2021, 08:00 AM",44,15.0503,12.1192,24.6,213.25,79.31,
"January 01, 2021, 09:00 AM",44,15.0503,12.1192,27.3,212.58,78.35,
"January 01, 2021, 10:00 AM",44,15.0503,12.1192,29.6,176.44,69.89,
"January 01, 2021, 11:00 AM",44,15.0503,12.1192,31.5,160.75,66.65,
"January 01, 2021, 12:00 PM",44,15.0503,12.1192,32.9,154.77,65.34,
"January 01, 2021, 01:00 PM",44,15.0503,12.1192,33.7,101.7,49.09,
"January 01, 2021, 02:00 PM",44,15.0503,12.1192,33.9,74.6,39.38,
"January 01, 2021, 03:00 PM",44,15.0503,12.1192,33.7,68.57,36.77,
"January 01, 2021, 04:00 PM",44,15.0503,12.1192,32.4,70.36,38.27,
"January 01, 2021, 05:00 PM",44,15.0503,12.1192,30.3,75.31,41.46,
"January 01, 2021, 06:00 PM",44,15.0503,12.1192,28.1,79.36,44.61,
"January 01, 2021, 07:00 PM",44,15.0503,12.1192,26.0,82.3,47.5,
"January 01, 2021, 08:00 PM",44,15.0503,12.1192,24.7,85.05,49.83,
"January 01, 2021, 09:00 PM",44,15.0503,12.1192,23.5,89.87,53.01,
"January 01, 2021, 10:00 PM",44,15.0503,12.1192,22.5,95.09,56.06,
"January 01, 2021, 11:00 PM",44,15.0503,12.1192,21.7,98.71,57.35,
"January 02, 2021, 12:00 AM",44,15.0503,12.1192,21.0,105.81,59.75,
"January 02, 2021, 01:00 AM",44,15.0503,12.1192,20.3,116.8,63.14,
"January 02, 2021, 02:00 AM",44,15.0503,12.1192,19.7,129.36,64.91,
"January 02, 2021, 03:00 AM",44,15.0503,12.1192,19.0,147.0,65.91,
"January 02, 2021, 04:00 AM",44,15.0503,12.1192,18.5,170.01,67.49,
"January 02, 2021, 05:00 AM",44,15.0503,12.1192,18.0,189.34,70.85,
"January 02, 2021, 06:00 AM",44,15.0503,12.1192,17.7,205.4,76.11,
"January 02, 2021, 07:00 AM",44,15.0503,12.1192,21.1,212.74,82.32,
"January 02, 2021, 08:00 AM",44,15.0503,12.1192,24.9,210.99,86.96,
"January 02, 2021, 09:00 AM",44,15.0503,12.1192,28.3,201.28,89.48,
"January 02, 2021, 10:00 AM",44,15.0503,12.1192,31.1,149.54,75.22,
"January 02, 2021, 11:00 AM",44,15.0503,12.1192,33.0,127.87,68.48,
"January 02, 2021, 12:00 PM",44,15.0503,12.1192,34.3,118.05,65.78,
"January 02, 2021, 01:00 PM",44,15.0503,12.1192,34.9,87.7,52.9,
"January 02, 2021, 02:00 PM",44,15.0503,12.1192,35.1,71.32,45.07,
"January 02, 2021, 03:00 PM",44,15.0503,12.1192,34.7,66.79,43.2,
"January 02, 2021, 04:00 PM",44,15.0503,12.1192,33.1,64.29,42.46,
"January 02, 2021, 05:00 PM",44,15.0503,12.1192,30.6,61.14,41.26,
"January 02, 2021, 06:00 PM",44,15.0503,12.1192,28.3,58.76,40.16,
"January 02, 2021, 07:00 PM",44,15.0503,12.1192,26.7,62.62,42.35,
"January 02, 2021, 08:00 PM",44,15.0503,12.1192,25.4,70.15,46.4,
"January 02, 2021, 09:00 PM",44,15.0503,12.1192,24.4,75.26,48.41,
"January 02, 2021, 10:00 PM",44,15.0503,12.1192,23.6,83.52,50.53,
"January 02, 2021, 11:00 PM",44,15.0503,12.1192,22.9,101.74,55.62,
"January 03, 2021, 12:00 AM",44,15.0503,12.1192,22.1,129.21,62.42,
"January 03, 2021, 01:00 AM",44,15.0503,12.1192,21.3,161.1,69.26,
"January 03, 2021, 02:00 AM",44,15.0503,12.1192,20.7,181.6,73.91,
"January 03, 2021, 03:00 AM",44,15.0503,12.1192,20.1,194.47,77.35,
"January 03, 2021, 04:00 AM",44,15.0503,12.1192,19.6,203.94,81.01,
"January 03, 2021, 05:00 AM",44,15.0503,12.1192,19.1,213.47,84.59,
"January 03, 2021, 06:00 AM",44,15.0503,12.1192,19.0,221.73,90.2,
"January 03, 2021, 07:00 AM",44,15.0503,12.1192,21.6,224.7,93.72,
"January 03, 2021, 08:00 AM",44,15.0503,12.1192,25.0,222.21,95.71,
"January 03, 2021, 09:00 AM",44,15.0503,12.1192,28.1,206.86,94.86,
"January 03, 2021, 10:00 AM",44,15.0503,12.1192,30.8,140.22,73.57,
"January 03, 2021, 11:00 AM",44,15.0503,12.1192,32.9,110.81,62.07,
"January 03, 2021, 12:00 PM",44,15.0503,12.1192,34.5,106.32,61.17,
"January 03, 2021, 01:00 PM",44,15.0503,12.1192,35.3,75.94,45.36,
"January 03, 2021, 02:00 PM",44,15.0503,12.1192,35.6,66.24,40.18,
"January 03, 2021, 03:00 PM",44,15.0503,12.1192,35.3,64.13,39.2,
"January 03, 2021, 04:00 PM",44,15.0503,12.1192,34.0,64.7,40.07,
"January 03, 2021, 05:00 PM",44,15.0503,12.1192,31.9,66.14,41.52,
"January 03, 2021, 06:00 PM",44,15.0503,12.1192,29.6,67.64,42.76,
