date,zone,longitude,latitude,temperature,pm10,pm2_5,smog
"January 01, 2021, 12:00 AM",12,44.5126,40.1776,-5.1,6.17,5.89,
"January 01, 2021, 01:00 AM",12,44.5126,40.1776,-5.4,5.67,5.4,
"January 01, 2021, 02:00 AM",12,44.5126,40.1776,-5.7,5.38,5.11,
"January 01, 2021, 03:00 AM",12,44.5126,40.1776,-5.9,5.27,4.97,
"January 01, 2021, 04:00 AM",12,44.5126,40.1776,-6.1,5.14,4.79,
"January 01, 2021, 05:00 AM",12,44.5126,40.1776,-5.7,5.28,4.91,
"January 01, 2021, 06:00 AM",12,44.5126,40.1776,-2.1,6.06,5.67,
"January 01, 2021, 07:00 AM",12,44.5126,40.1776,1.0,7.1,6.69,
"January 01, 2021, 08:00 AM",12,44.5126,40.1776,2.9,8.91,8.43,
"January 01, 2021, 09:00 AM",12,44.5126,40.1776,4.4,12.22,11.68,
"January 01, 2021, 10:00 AM",12,44.5126,40.1776,5.2,17.5,16.92,
"January 01, 2021, 11:00 AM",12,44.5126,40.1776,5.7,22.21,21.64,
"January 01, 2021, 12:00 PM",12,44.5126,40.1776,5.6,25.14,24.56,
"January 01, 2021, 01:00 PM",12,44.5126,40.1776,4.8,26.0,25.42,
"January 01, 2021, 02:00 PM",12,44.5126,40.1776,1.7,25.56,24.99,
"January 01, 2021, 03:00 PM",12,44.5126,40.1776,-0.1,25.0,24.43,
"January 01, 2021, 04:00 PM",12,44.5126,40.1776,-2.1,22.44,21.91,
"January 01, 2021, 05:00 PM",12,44.5126,40.1776,-4.8,19.07,18.54,
"January 01, 2021, 06:00 PM",12,44.5126,40.1776,-5.8,17.42,16.88,
"January 01, 2021, 07:00 PM",12,44.5126,40.1776,-6.7,16.02,15.5,
"January 01, 2021, 08:00 PM",12,44.5126,40.1776,-6.8,14.32,13.87,
"January 01, 2021, 09:00 PM",12,44.5126,40.1776,-6.8,13.08,12.69,
"January 01, 2021, 10:00 PM",12,44.5126,40.1776,-7.0,12.66,12.31,
"January 01, 2021, 11:00 PM",12,44.5126,40.1776,-7.2,11.93,11.61,
"January 02, 2021, 12:00 AM",12,44.5126,40.1776,-7.4,10.5,10.22,
"January 02, 2021, 01:00 AM",12,44.5126,40.1776,-7.5,10.36,10.1,
"January 02, 2021, 02:00 AM",12,44.5126,40.1776,-7.5,11.18,10.91,
"January 02, 2021, 03:00 AM",12,44.5126,40.1776,-7.6,12.27,11.95,
"January 02, 2021, 04:00 AM",12,44.5126,40.1776,-7.6,12.69,12.34,
"January 02, 2021, 05:00 AM",12,44.5126,40.1776,-7.2,13.61,13.23,
"January 02, 2021, 06:00 AM",12,44.5126,40.1776,-2.9,15.99,15.56,
"January 02, 2021, 07:00 AM",12,44.5126,40.1776,0.9,19.4,18.96,
"January 02, 2021, 08:00 AM",12,44.5126,40.1776,2.7,21.02,20.53,
"January 02, 2021, 09:00 AM",12,44.5126,40.1776,3.8,23.77,23.24,
"January 02, 2021, 10:00 AM",12,44.5126,40.1776,4.4,28.34,27.75,
"January 02, 2021, 11:00 AM",12,44.5126,40.1776,4.8,32.73,32.1,
"January 02, 2021, 12:00 PM",12,44.5126,40.1776,4.7,35.3,34.62,
"January 02, 2021, 01:00 PM",12,44.5126,40.1776,3.9,36.39,35.68,
"January 02, 2021, 02:00 PM",12,44.5126,40.1776,2.8,35.67,34.93,
"January 02, 2021, 03:00 PM",12,44.5126,40.1776,0.6,34.15,33.39,
"January 02, 2021, 04:00 PM",12,44.5126,40.1776,-2.6,31.34,30.58,
"January 02, 2021, 05:00 PM",12,44.5126,40.1776,-5.0,28.12,27.33,
"January 02, 2021, 06:00 PM",12,44.5126,40.1776,-5.7,26.08,25.27,
"January 02, 2021, 07:00 PM",12,44.5126,40.1776,-6.3,24.18,23.36,
"January 02, 2021, 08:00 PM",12,44.5126,40.1776,-6.3,22.09,21.27,
"January 02, 2021, 09:00 PM",12,44.5126,40.1776,-6.1,19.65,18.81,
"January 02, 2021, 10:00 PM",12,44.5126,40.1776,-5.9,17.78,16.93,
"January 02, 2021, 11:00 PM",12,44.5126,40.1776,-5.7,15.78,14.94,
"January 03, 2021, 12:00 AM",12,44.5126,40.1776,-5.4,13.38,12.56,
"January 03, 2021, 01:00 AM",12,44.5126,40.1776,-5.4,11.48,10.68,
"January 03, 2021, 02:00 AM",12,44.5126,40.1776,-5.5,10.42,9.62,
"January 03, 2021, 03:00 AM",12,44.5126,40.1776,-5.7,9.74,8.92,
"January 03, 2021, 04:00 AM",12,44.5126,40.1776,-5.8,9.07,8.22,
"January 03, 2021, 05:00 AM",12,44.5126,40.1776,-5.7,8.81,7.94,
"January 03, 2021, 06:00 AM",12,44.5126,40.1776,-2.2,9.22,8.33,
"January 03, 2021, 07:00 AM",12,44.5126,40.1776,1.4,9.7,8.83,
"January 03, 2021, 08:00 AM",12,44.5126,40.1776,3.2,10.54,9.63,
"January 03, 2021, 09:00 AM",12,44.5126,40.1776,4.2,12.27,11.3,
"January 03, 2021, 10:00 AM",12,44.5126,40.1776,4.8,16.23,15.21,
"January 03, 2021, 11:00 AM",12,44.5126,40.1776,5.1,20.31,19.27,
"January 03, 2021, 12:00 PM",12,44.5126,40.1776,4.8,22.9,21.84,
"January 03, 2021, 01:00 PM",12,44.5126,40.1776,3.7,23.41,22.35,
"January 03, 2021, 02:00 PM",12,44.5126,40.1776,2.7,21.94,20.88,
"January 03, 2021, 03:00 PM",12,44.5126,40.1776,1.6,18.94,17.89,
"January 03, 2021, 04:00 PM",12,44.5126,40.1776,-0.9,13.73,12.81,
"January 03, 2021, 05:00 PM",12,44.5126,40.1776,-4.0,8.89,8.16,
"January 03, 2021, 06:00 PM",12,44.5126,40.1776,-5.5,6.22,5.6,
"January 03, 2021, 07:00 PM",12,44.5126,40.1776,-6.4,4.95,4.41,
"January 03, 2021, 08:00 PM",12,44.5126,40.1776,-6.4,4.41,3.95,
"January 03, 2021, 09:00 PM",12,44.5126,40.1776,-6.5,4.45,4.05,
"January 03, 2021, 10:00 PM",12,44.5126,40.1776,-6.4,4.71,4.31,
"January 03, 2021, 11:00 PM",12,44.5126,40.1776,-6.4,4.83,4.45,
"January 04, 2021, 12:00 AM",12,44.5126,40.1776,-6.7,4.75,4.37,
"January 04, 2021, 01:00 AM",12,44.5126,40.1776,-7.0,4.76,4.36,
"January 04, 2021, 02:00 AM",12,44.5126,40.1776,-7.3,5.0,4.56,
"January 04, 2021, 03:00 AM",12,44.5126,40.1776,-7.4,5.59,5.06,
"January 04, 2021, 04:00 AM",12,44.5126,40.1776,-7.5,6.06,5.44,
"January 04, 2021, 05:00 AM",12,44.5126,40.1776,-7.4,6.48,5.79,
"January 04, 2021, 06:00 AM",12,44.5126,40.1776,-3.3,7.01,6.29,
"January 04, 2021, 07:00 AM",12,44.5126,40.1776,0.4,6.61,6.05,
"January 04, 2021, 08:00 AM",12,44.5126,40.1776,1.9,7.03,6.48,
"January 04, 2021, 09:00 AM",12,44.5126,40.1776,2.8,7.97,7.43,
